BOY1,8,18831,10,8,34674,1
BOY2,5,15326,10,7,33350,3
BOY3,5,17724,2,5,44915,3
BOY4,3,17080,5,0,34457,3
BOY5,6,16781,4,6,37132,2
BOY6,2,19569,4,8,28049,2
BOY7,3,15912,2,3,37801,2
BOY8,9,19337,3,6,22812,2
BOY9,6,17982,8,2,33942,2
BOY10,9,15445,3,1,35595,2
BOY11,10,18927,3,0,20624,1
BOY12,7,19559,9,0,45188,1
BOY13,6,19319,4,5,31661,1
BOY14,9,16070,4,7,33829,3
BOY15,2,16010,3,2,17756,1
BOY16,2,18052,4,2,31647,1
BOY17,3,16495,8,2,48993,3
BOY18,5,18273,3,8,46298,2
BOY19,7,16522,9,2,45074,1
BOY20,6,16716,8,3,46960,3
BOY1,6,15546,6,6,31842,1
BOY2,7,18332,9,0,33411,2
BOY3,10,18479,9,4,38186,1
BOY4,9,16712,10,1,36359,1
BOY5,2,15809,2,6,21606,3
BOY6,9,16824,4,2,40329,1
BOY7,2,18129,4,2,15010,2
BOY8,5,15305,2,5,27233,1
BOY9,10,16262,9,0,39035,3
BOY10,5,19328,2,6,25203,3
BOY11,5,15553,7,3,20654,1
BOY12,6,17158,3,7,27276,3
BOY13,10,18120,9,2,38446,2
BOY14,9,15265,3,3,20807,2
BOY15,9,18960,7,6,16003,1
BOY16,5,15654,10,8,45381,3
BOY17,5,19489,4,8,18428,2
BOY18,10,16200,6,1,45590,1
BOY19,7,15887,8,5,35609,2
BOY20,5,17724,10,3,18940,3
